OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-05-18T03:44:44.994048,13.76586790,.0027798,90.2234,71.0625,27.6639,80.3834,0,U,900,999,6729,.47712E-3,.478E-5,0
CALSPHERE 2,1964-063E,2026-05-18T01:36:57.451104,13.52897587,.0017273,90.2369,75.0700,320.0737,51.1567,0,U,902,999,85219,.34585E-4,.32E-6,0
LCS 1,1965-034C,2026-05-17T23:30:19.690848,9.89310378,.0012777,32.1408,248.7550,13.7377,346.3467,0,U,1361,999,20689,.28122E-2,.3E-6,0
TEMPSAT 1,1965-065E,2026-05-18T04:38:17.680416,13.33592388,.0068621,90.0008,212.5887,334.3779,52.4193,0,U,1512,999,95605,.52465E-4,.35E-6,0
CALSPHERE 4A,1965-065H,2026-05-18T04:30:49.419072,13.36272241,.0069369,89.8965,122.7856,186.4827,186.2545,0,U,1520,999,95870,.10424E-3,.64E-6,0
OPS 5712 (P/L 160),1967-053A,2026-05-18T04:36:52.163424,14.77247223,.0001594,69.9157,111.7874,257.8775,102.2194,0,U,2826,999,6180,.6142E-3,.4286E-4,0
LES-5,1967-066E,2026-05-17T20:36:26.707680,1.09426355,.00532121,2.5542,97.2248,213.2968,320.4602,0,U,2866,999,13070,0,-.11E-5,0
SURCAL 159,1967-053F,2026-05-18T03:24:11.315232,13.99594951,.0006265,69.9745,65.5253,177.7656,182.3481,0,U,2872,999,600,.65841E-4,.43E-6,0
OPS 5712 (P/L 153),1967-053H,2026-05-18T04:34:29.053056,13.96823794,.0009766,69.9726,179.6018,243.9761,116.0339,0,U,2874,999,260,.52317E-4,.19E-6,0
OPS 3811 (DSP 2),1971-039A,2026-05-18T04:45:17.432352,0.98159396,.0021791,0.3100,37.1478,256.1428,293.2132,0,U,5204,999,20593,0,-.33E-6,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-05-18T03:03:56.162304,14.37832756,.005895,87.6221,347.1617,334.7260,25.1057,0,U,5398,999,86956,.12388E-3,.398E-5,0
OSCAR 7 (AO-7),1974-089B,2026-05-18T01:11:27.102336,12.53697643,.0012211,101.9913,150.9810,186.8456,191.2975,0,U,7530,999,35674,.2324E-4,-.43E-6,0
STARLETTE,1975-010A,2026-05-18T05:36:52.339968,13.82350058,.0205594,49.8240,222.8288,324.0827,34.6392,0,U,7646,999,59039,.21438E-4,-.115E-5,0
LAGEOS 1,1976-039A,2026-05-18T00:38:39.229152,6.38664680,.0044676,109.8037,169.0164,308.7357,91.5667,0,U,8820,999,91121,0,.11E-6,0
OPS 8701 (DSP 10),1982-019A,2026-05-17T15:05:26.204928,0.98187500,.0003911,9.3530,309.4716,319.2102,92.3286,0,U,13086,999,2536,0,-.13E-6,0
PHASE 3B (AO-10),1983-058B,2026-05-16T19:21:05.021568,2.05872419,.60218023,25.8953,224.7799,107.0257,324.0438,0,U,14129,999,29484,0,-.64E-6,0
UOSAT 2 (UO-11),1984-021B,2026-05-18T03:37:01.185024,14.90705103,.0006063,97.8041,104.0667,287.6336,72.4220,0,U,14781,999,25265,.65881E-4,.591E-5,0
AJISAI (EGS),1986-061A,2026-05-18T04:23:51.772704,12.44516246,.0011393,50.0088,239.6576,104.5337,334.9033,0,U,16908,999,47665,.14795E-3,-.77E-6,0
TDRS 3,1988-091B,2026-05-17T10:42:41.437152,1.00266495,.00395363,12.6258,341.2062,356.9746,8.7079,0,U,19548,999,12508,0,-.3E-5,0
COSMOS 1989 (ETALON 1),1989-001C,2026-05-18T05:29:58.964352,2.13155879,.0023325,64.9294,73.2195,217.6215,158.7639,0,U,19751,999,29073,0,-.13E-6,0
COSMOS 2024 (ETALON 2),1989-039C,2026-05-18T05:37:02.546400,2.13204485,.0020616,64.9536,311.5671,212.6825,319.8827,0,U,20026,999,28786,0,-.34E-6,0
FLTSATCOM 8 (USA 46),1989-077A,2026-05-17T11:32:29.161248,1.00269955,.0006362,12.4302,351.3516,27.2468,155.4346,0,U,20253,999,26025,0,-.368E-5,0
LUSAT (LO-19),1990-005G,2026-05-18T01:00:10.821024,14.34113026,.0010532,98.8867,159.0145,297.3518,62.6593,0,U,20442,999,89807,.40232E-4,.66E-6,0
HST,1990-037B,2026-05-18T02:01:47.004384,15.30409410,.0001786,28.4749,286.2564,152.3712,207.6979,0,U,20580,999,78395,.16211E-3,.5136E-4,0
SKYNET 4C,1990-079A,2026-05-17T17:56:50.388288,1.00271836,.00026214,13.3505,350.0241,61.7930,126.1703,0,U,20776,999,13058,0,.124E-5,0
USA 65 (DSP 15),1990-095A,2026-05-17T20:35:11.105088,0.98398790,.0004129,14.0229,344.2585,77.0151,271.5150,0,U,20929,999,2516,0,-.239E-5,0
TDRS 5,1991-054B,2026-05-17T18:42:19.868832,1.00278686,.00071426,14.0756,354.0060,277.0735,77.4740,0,U,21639,999,12740,0,.83E-6,0
USA 75 (DSP 16),1991-080B,2026-05-17T11:13:52.258080,0.99187405,.00040305,14.0199,345.7282,84.9046,100.1384,0,U,21805,999,2540,0,-.286E-5,0
LAGEOS 2,1992-070B,2026-05-15T22:38:19.912128,6.47293620,.013774,52.6609,287.0389,173.1968,5.5334,0,U,22195,999,79333,0,-.9E-7,0
TDRS 6,1993-003B,2026-05-18T03:44:55.395744,1.00265734,.0006851,14.1827,357.2850,172.2268,76.5752,0,U,22314,999,12210,0,-.3E-5,0
SCD 1,1993-009B,2026-05-18T00:00:27.731808,14.46106297,.0041963,24.9706,33.9570,178.2809,207.7286,0,U,22490,999,75674,.3649E-4,.32E-5,0
UFO 2 (USA 95),1993-056A,2026-05-17T19:38:07.018656,1.00274573,.00084881,11.8847,3.7245,0.5375,194.3942,0,U,22787,999,11824,0,.123E-5,0
STELLA,1993-061B,2026-05-18T04:39:02.973024,14.27469525,.0005801,98.7739,202.3351,333.5581,97.6749,0,U,22824,999,70049,.69773E-5,-.28E-6,0
EYESAT A (AO-27),1993-061C,2026-05-18T03:24:52.744032,14.30933318,.0008362,98.6890,205.5646,180.7438,179.3734,0,U,22825,999,70270,.4043E-4,.62E-6,0
ITAMSAT (IO-26),1993-061D,2026-05-18T03:08:07.156032,14.31359325,.0009215,98.6838,205.4673,164.9014,195.2446,0,U,22826,999,70301,.40243E-4,.62E-6,0
USA 99 (MILSTAR-1 1),1994-009A,2026-05-17T22:02:02.061024,0.98723844,.0001288,17.5834,28.0203,250.7581,101.3153,0,U,22988,999,3264,0,-.223E-5,0
RADIO ROSTO (RS15),1994-085A,2026-05-18T01:12:33.073056,11.27583608,.015511,64.8188,351.9576,9.4035,350.9737,0,U,23439,999,29250,-.18423E-3,-.49E-6,0
UFO 4 (USA 108),1995-003A,2026-05-17T14:38:46.526208,1.00267821,.0003247,9.7045,13.3348,33.8463,220.2270,0,U,23467,999,11464,0,-.21E-6,0
TDRS 7,1995-035B,2026-05-18T02:12:21.537216,1.00272437,.0011217,13.3900,348.3998,70.4634,299.2939,0,U,23613,999,11295,0,-.244E-5,0
USA 115 (MILSTAR-1 2),1995-060A,2026-05-18T04:58:08.008032,1.00366512,.000044,14.0630,3.9743,103.0138,99.0916,0,U,23712,999,3258,0,-.135E-5,0
POLAR,1996-013A,2026-05-17T05:28:10.813152,1.29846043,.64396232,79.8210,227.4124,210.1435,87.9466,0,U,23802,999,14445,0,.85E-6,0
INMARSAT 3-F1,1996-020A,2026-05-18T04:54:15.967008,0.99986898,.0003696,10.5408,46.9088,4.6739,194.0206,0,U,23839,999,10995,0,-.27E-5,0
USA 119,1996-029A,2026-05-17T19:18:59.891040,13.46165633,.08495671,63.3194,271.6075,48.7193,318.3891,0,U,23893,999,10118,.1069613E-3,.524E-5,0
JAS-2 (FO-29),1996-046B,2026-05-18T03:29:05.262720,13.53272660,.0349974,98.5270,351.1278,174.2414,186.2916,0,U,24278,999,46910,.4257E-4,.8E-7,0
INMARSAT 3-F2,1996-053A,2026-05-17T14:26:58.141248,1.00002121,.0006853,9.7900,54.2468,3.6912,213.0117,0,U,24307,999,10861,0,-.1E-6,0
INMARSAT 3-F3,1996-070A,2026-05-17T19:51:13.262112,0.99973847,.00041242,10.2544,49.9416,348.9598,209.1987,0,U,24674,999,10760,0,-.3E-6,0
NAVSTAR 43 (USA 132),1997-035A,2026-05-17T06:57:00.378144,2.00563757,.01009227,55.9793,99.7827,56.4089,304.5101,0,U,24876,999,21133,0,.18E-6,0
FORTE,1997-047A,2026-05-18T04:24:28.624896,14.27931633,.0023884,69.9529,81.7892,314.0241,45.8913,0,U,24920,999,49440,.6472E-4,.103E-5,0
AMC-3,1997-050A,2026-05-18T04:44:57.817824,1.00269604,.0002757,8.0738,64.4245,355.1071,175.5786,0,U,24936,999,5213,0,-.261E-5,0
USA 134,1997-065A,2026-05-18T04:33:43.566048,1.00272752,.0004771,12.7499,21.9481,329.5443,200.6731,0,U,25019,999,3265,0,-.67E-6,0
ORBCOMM FM06,1997-084G,2026-05-18T04:25:00.812352,14.47482709,.000199,45.0128,197.1406,233.7647,159.3500,0,U,25118,999,49004,.20424E-3,.612E-5,0
INMARSAT 3-F5,1998-006B,2026-05-18T04:40:54.498144,1.00271270,.0004792,9.6282,53.5537,359.8230,198.7674,0,U,25153,999,10359,0,-.291E-5,0
ORBCOMM FM04,1998-007C,2026-05-18T03:43:40.480032,14.35676787,.004023,107.9627,107.6142,16.8658,343.3811,0,U,25159,999,47228,.25595E-3,.613E-5,0
CELESTIS-02 & TAURUS R/B,1998-007D,2026-05-18T03:43:23.395296,14.22475497,.0062287,108.0099,271.6840,185.9944,250.6814,0,U,25160,999,46624,.53499E-4,-.8E-7,0
TECHSAT 1B (GO-32),1998-043D,2026-05-18T05:03:54.864288,14.24421971,.0000722,99.0065,130.2154,0.9975,359.1205,0,U,25397,999,44706,.25345E-4,.12E-6,0
WESTPAC,1998-043E,2026-05-17T18:03:49.926816,14.23051501,.00006568,99.0127,123.0828,349.1489,10.9673,0,U,25398,999,44661,.5308935E-5,-.35E-6,0
ORBCOMM FM19,1998-046C,2026-05-18T01:03:21.816000,14.39433868,.0002423,44.9951,26.8343,147.6642,345.2517,0,U,25415,999,45243,.2413E-3,.615E-5,0
ORBCOMM FM20,1998-046D,2026-05-18T01:41:51.124704,14.38017520,.0000447,44.9951,34.2992,0.4402,359.6446,0,U,25416,999,45245,.17928E-3,.405E-5,0
ORBCOMM FM27,1998-053G,2026-05-18T04:45:13.564224,14.39075475,.00018,45.0040,117.7833,298.8597,61.2071,0,U,25481,999,44591,.18544E-3,.436E-5,0
SCD 2,1998-060A,2026-05-18T00:21:34.697088,14.45513335,.0016749,24.9953,258.2320,163.5610,358.8905,0,U,25504,999,45595,.34684E-4,.306E-5,0
ISS (ZARYA),1998-067A,2026-05-18T04:45:01.329120,15.49256023,.0007513,51.6325,88.5573,70.6653,289.5148,0,U,25544,999,56710,.12105E-3,.6286E-4,0
SWAS,1998-071A,2026-05-18T04:42:30.816864,15.09385382,.0008274,69.8952,304.8465,287.8122,72.2139,0,U,25560,999,49274,.14557E-3,.2227E-4,0
ISS (UNITY),1998-069F,2026-05-18T04:45:01.329120,15.49256023,.0007513,51.6325,88.5573,70.6653,289.5148,0,U,25575,999,56720,.12105E-3,.6286E-4,0
DLR-TUBSAT,1999-029B,2026-05-17T21:54:20.609856,14.52418171,.00154098,98.6693,132.4222,82.9831,277.3115,0,U,25757,999,42885,.1781998E-4,.24E-6,0
CXO,1999-040B,2026-05-20T06:50:17.170944,0.37805204,.78854024,55.7802,117.3662,310.4951,359.8201,0,U,25867,999,1721,0,.595E-5,0
ABS-6,1999-053A,2026-05-17T22:08:38.816736,1.00276652,.0003751,0.0106,299.5682,129.0120,298.2388,0,U,25924,999,9753,0,-.113E-5,0
NAVSTAR 46 (USA 145),1999-055A,2026-05-17T03:20:18.515616,2.00563725,.01066212,51.4929,296.8261,174.1682,9.3691,0,U,25933,999,19495,0,-.53E-6,0
UFO 10 (USA 146),1999-063A,2026-05-15T01:53:38.643936,1.00269132,.00028736,9.8492,27.3862,359.9608,211.0366,0,U,25967,999,9701,0,-.179E-5,0
ORBCOMM FM32,1999-065C,2026-05-17T21:52:40.386720,14.37086176,.00057044,45.0161,316.5411,259.4169,100.6037,0,U,25982,999,38273,.18631215E-3,.416E-5,0
XMM-NEWTON,1999-066A,2026-05-19T10:17:00.685824,0.50127435,.46828119,64.6371,283.3497,65.4478,0.1992,0,U,25989,999,2285,0,.44E-6,0
TERRA,1999-068A,2026-05-18T03:49:28.494048,14.61076786,.0001719,97.9476,188.8930,3.8943,59.4657,0,U,25994,999,40522,.58208E-4,.242E-5,0
ASIASTAR,2000-016A,2026-05-17T18:17:11.279040,1.00270289,.00047431,9.0609,58.4762,0.4660,195.8375,0,U,26107,999,9561,0,-.331E-5,0
IMAGE,2000-017A,2026-05-16T20:25:18.819264,1.68665369,.74554789,94.2039,314.9580,291.3690,8.2558,0,U,26113,999,16097,.11882681E-1,.32E-6,0
USA 149 (DSP 20),2000-024A,2026-05-17T08:26:37.287744,1.00261752,.0002154,13.1484,12.0730,307.9831,236.6697,0,U,26356,999,3260,0,.94E-6,0
TDRS 8,2000-034A,2026-05-17T17:18:22.425696,1.00273001,.00057411,12.6371,31.5811,357.6096,190.6822,0,U,26388,999,9487,0,-.196E-5,0
ISS (ZVEZDA),2000-037A,2026-05-18T04:45:01.329120,15.49256023,.0007513,51.6325,88.5573,70.6653,289.5148,0,U,26400,999,56724,.12105E-3,.6286E-4,0
NAVSTAR 48 (USA 151),2000-040A,2026-05-17T14:56:30.745248,2.00557372,.0121388,54.8564,216.3764,302.3549,232.8406,0,U,26407,999,18933,0,.41E-6,0
CLUSTER II-FM7 (SAMBA),2000-041A,2026-05-19T03:11:14.910144,0.44883482,.90185594,149.8437,45.8867,262.6588,0.3747,0,U,26410,999,2018,0,.6663E-4,0
CLUSTER II-FM8 (TANGO),2000-045B,2026-05-16T21:31:44.757984,0.44400393,.90227595,150.0886,46.4719,263.0807,0.4723,0,U,26464,999,2015,0,.3719E-4,0
NSS-11,2000-059A,2026-05-17T20:20:10.487040,1.00272140,.00028138,2.0492,81.7222,320.9770,313.8911,0,U,26554,999,4098,0,.3E-6,0
USA 153,2000-065A,2026-05-17T14:51:04.129056,1.00276597,.00030791,11.5740,35.6745,31.8213,164.8974,0,U,26575,999,3262,0,-.324E-5,0
AMC-6,2000-067A,2026-05-18T04:28:38.560224,1.00273317,.0003239,0.0947,78.9371,342.6016,106.4811,0,U,26580,999,9359,0,.92E-6,0
NAVSTAR 49 (USA 154),2000-071A,2026-05-16T03:06:30.001824,2.00566951,.01743621,55.6086,96.2198,266.5143,194.4435,0,U,26605,999,18687,0,.17E-6,0
ISS (DESTINY),2001-006B,2026-05-18T04:45:01.329120,15.49256023,.0007513,51.6325,88.5573,70.6653,289.5148,0,U,26700,999,56728,.12105E-3,.6286E-4,0
ODIN,2001-007A,2026-05-18T02:15:24.854688,15.67002785,.0003276,97.3907,177.3071,184.1686,175.9548,0,U,26702,999,38467,.84651E-3,.90621E-3,0
USA 157 (MILSTAR-2 2),2001-009A,2026-05-17T18:47:19.390848,1.00274048,.00383397,11.5105,19.9542,179.3322,167.9524,0,U,26715,999,3263,0,.109E-5,0
BSAT-2A,2001-011B,2026-05-17T21:22:27.014016,0.99177954,.00025058,10.6707,47.7689,228.2040,314.6106,0,U,26720,999,9167,0,.24E-6,0
OMNI-M1,2001-026A,2026-05-16T09:05:15.687456,3.92401279,.00152975,44.8421,252.5957,48.1988,311.9568,0,U,26857,999,20432,0,-.11E-6,0
USA 159 (DSP 21),2001-033A,2026-05-17T19:38:38.653152,0.99199476,.0000675,12.7542,16.6488,131.3058,48.3420,0,U,26880,999,3265,0,-.29E-6,0
INTELSAT 902 (IS-902),2001-039A,2026-05-18T04:21:03.666816,1.00271338,.0004686,6.0433,72.1426,341.3902,197.5123,0,U,26900,999,9039,0,-.281E-5,0
PCSAT (NO-44),2001-043C,2026-05-17T21:59:13.763328,14.31943365,.00062274,67.0508,322.5666,263.6404,96.3988,0,U,26931,999,28611,.52830718E-4,.59E-6,0
PROBA-1,2001-049B,2026-05-18T03:11:29.650848,15.07372603,.0053763,97.9604,145.6184,223.1813,136.5192,0,U,26958,999,33909,.71583E-4,.1045E-4,0
TIMED,2001-055B,2026-05-17T21:36:12.157344,14.95212645,.00007048,74.0670,295.9977,174.4289,185.6903,0,U,26998,999,32629,.73269056E-4,.766E-5,0
MAROC-TUBSAT,2001-056D,2026-05-18T01:48:39.058848,13.70261145,.0019341,99.8069,314.3688,218.2811,253.3801,0,U,27004,999,22206,.25915E-5,-.44E-6,0
COSMOS 2385,2001-058B,2026-05-18T05:00:45.687168,12.60564108,.000506,82.5387,239.0139,306.6060,100.2995,0,U,27056,999,12200,-.10096E-3,-.7E-7,0
COSMOS 2386,2001-058C,2026-05-18T04:38:24.568224,12.61616065,.0001518,82.5452,233.3616,113.8383,246.2867,0,U,27057,999,12272,.10851E-3,.3E-6,0
USA 164 (MILSTAR-2 3),2002-001A,2026-05-17T21:17:57.445152,1.00276531,.00993668,11.1446,22.0930,7.5302,184.4577,0,U,27168,999,3265,0,.97E-6,0
INTELSAT 904 (IS-904),2002-007A,2026-05-18T03:41:54.475008,1.00271215,.0007072,6.8469,69.5374,347.1170,203.1965,0,U,27380,999,5146,0,-.223E-5,0
AQUA,2002-022A,2026-05-18T03:32:53.052000,14.62107086,.0002048,98.4262,106.8352,72.3040,344.5769,0,U,27424,999,27888,.10443E-3,.475E-5,0
DIRECTV 5 (TEMPO 1),2002-023A,2026-05-18T04:34:51.432384,1.00271893,.0003158,4.8027,75.6722,347.6108,131.2254,0,U,27426,999,8782,0,-.54E-6,0
INTELSAT 905 (IS-905),2002-027A,2026-05-18T03:43:15.011040,1.00272433,.0003656,6.6799,70.1535,358.1718,86.1248,0,U,27438,999,5106,0,.96E-6,0
GALAXY 3C (G-3C),2002-030A,2026-05-17T22:18:38.628000,1.00270777,.0001524,3.6529,78.3764,33.1756,3.8838,0,U,27445,999,4619,0,-.148E-5,0
COSMOS 2390,2002-036A,2026-05-18T03:19:34.608000,12.44622110,.0025201,82.4873,3.7484,326.5085,33.4401,0,U,27464,999,8393,.24587E-3,.45E-6,0
COSMOS 2391,2002-036B,2026-05-18T03:54:48.464352,12.44945888,.0025958,82.4866,0.2787,320.3632,39.5551,0,U,27465,999,8411,.8348E-3,.129E-5,0
INTELSAT 906 (IS-906),2002-041A,2026-05-18T01:32:51.851328,1.00272745,.0004632,5.7279,73.2848,349.1179,260.7115,0,U,27513,999,8672,0,.16E-6,0
LATINSAT B,2002-058B,2026-05-17T13:16:27.710400,14.76980852,.00872216,64.5549,344.5662,275.9184,83.1983,0,U,27606,999,25757,.50118859E-4,.224E-5,0
SAUDISAT 1C (SO-50),2002-058C,2026-05-17T16:12:13.596768,14.82977248,.00756269,64.5520,223.3829,268.0551,91.1893,0,U,27607,999,25993,.85292761E-4,.571E-5,0
LATINSAT A,2002-058H,2026-05-18T03:06:59.001120,14.85418033,.0054558,64.5552,54.9587,252.5400,106.9739,0,U,27612,999,26316,.63683E-4,.407E-5,0
NIMIQ 2,2002-062A,2026-05-17T20:41:30.940224,1.00271821,.00057364,9.3782,57.2179,353.8172,25.7436,0,U,27632,999,4388,0,-.68E-6,0
CORIOLIS,2003-001A,2026-05-18T00:54:49.249728,14.19935958,.0012949,98.7134,145.3828,302.5268,57.4657,0,U,27640,999,20994,.47147E-4,.56E-6,0
SORCE,2003-004A,2026-05-18T02:50:54.255264,15.03528609,.0017679,39.9913,73.2044,200.5031,159.5055,0,U,27651,999,26737,.1327E-3,.1696E-4,0
NAVSTAR 51 (USA 166),2003-005A,2026-05-18T04:56:14.360928,2.00562103,.0147989,54.8871,216.1602,53.0160,318.8094,0,U,27663,999,17071,0,.37E-6,0
USA 167,2003-008A,2026-05-17T13:51:27.379008,1.00274817,.0004278,10.9025,43.6807,308.9173,328.6342,0,U,27691,999,646,0,.5E-7,0
NAVSTAR 52 (USA 168),2003-010A,2026-05-17T13:21:37.698912,1.94742995,.00030814,54.8316,326.2948,1.7706,8.5672,0,U,27704,999,16932,0,-.68E-6,0
USA 169 (MILSTAR-2 4),2003-012A,2026-05-17T14:42:43.884288,1.00273496,.0101362,12.3048,30.0902,7.6652,210.3607,0,U,27711,999,3264,0,-.238E-5,0
ASIASAT 4,2003-014A,2026-05-17T18:29:21.113664,1.00271814,.00029353,4.6282,76.1185,346.9206,237.3139,0,U,27718,999,4499,0,-.217E-5,0
HELLAS-SAT 2,2003-020A,2026-05-18T01:39:38.517984,1.00270974,.0003049,7.2817,68.2371,320.2822,222.1600,0,U,27811,999,4254,0,-.82E-6,0
THURAYA-2,2003-026A,2026-05-17T19:42:29.100096,1.00272040,.00031063,8.7963,32.1031,354.1048,188.9305,0,U,27825,999,8404,0,.126E-5,0
OPTUS C1,2003-028B,2026-05-17T16:27:38.725632,1.00271849,.00056489,6.8151,69.7714,341.3719,226.8931,0,U,27831,999,5275,0,-.147E-5,0
MOST,2003-031D,2026-05-18T00:15:52.934112,14.21315718,.0009504,98.7054,146.1578,346.5001,13.5920,0,U,27843,999,18642,.32036E-4,.26E-6,0
CUTE-1 (CO-55),2003-031E,2026-05-17T18:14:30.273504,14.24315356,.00082833,98.6745,146.7015,274.5188,85.5045,0,U,27844,999,18734,.94640211E-4,.175E-5,0
CUBESAT XI-IV (CO-57),2003-031J,2026-05-18T00:20:47.346432,14.23603269,.0008292,98.6777,146.6897,295.0772,64.9546,0,U,27848,999,18708,.83815E-4,.147E-5,0
SCISAT 1,2003-036A,2026-05-17T23:19:42.285216,14.81413084,.0008459,73.9304,231.3728,298.0399,61.9921,0,U,27858,999,22697,.51644E-4,.367E-5,0
COSMOS 2400,2003-037A,2026-05-18T04:11:18.649824,12.45189746,.0022203,82.4723,348.6759,119.5627,240.7670,0,U,27868,999,3380,.27352E-3,.49E-6,0
COSMOS 2401,2003-037B,2026-05-18T05:23:44.817792,12.45502978,.002302,82.4709,345.0366,115.0233,245.3241,0,U,27869,999,3404,.52602E-3,.86E-6,0
USA 170,2003-040A,2026-05-16T23:04:45.403968,1.00272460,.00017938,10.4361,48.2410,13.4393,183.2680,0,U,27875,999,3268,0,.13E-5,0
MOZHAETS 4 (RS22),2003-042A,2026-05-18T04:56:11.024160,14.73407946,.0011537,98.3461,321.7193,10.7054,100.2190,0,U,27939,999,21113,.32041E-4,.154E-5,0
LARETS,2003-042F,2026-05-18T04:14:53.339136,14.63863238,.0013279,98.4124,299.7581,126.6019,233.6407,0,U,27944,999,20897,.93192E-5,-.2E-7,0
GALAXY 13 (HORIZONS-1),2003-044A,2026-05-18T04:59:42.328320,1.00269808,.0002266,1.3427,84.2159,326.1186,110.5005,0,U,27954,999,4627,0,.136E-5,0
DMSP 5D-3 F16 (USA 172),2003-048A,2026-05-18T04:15:03.085920,14.14479748,.00062,98.9908,161.8045,225.4988,220.2426,0,U,28054,999,16524,.17306E-4,-.12E-6,0
CHUANGXIN 1 (CX-1),2003-049B,2026-05-17T23:45:13.143744,14.48568638,.00112314,98.5110,36.8352,275.7057,84.2856,0,U,28058,999,19190,.47592373E-4,.133E-5,0
YAMAL 202,2003-053A,2026-05-17T14:53:44.333664,1.00272397,.0003757,6.2672,71.3002,319.8175,231.2109,0,U,28089,999,8239,0,-.75E-6,0
UFO 11 (USA 174),2003-057A,2026-05-18T05:17:38.816160,1.00272831,.0002539,8.9352,33.9778,16.5659,340.2341,0,U,28117,999,8214,0,-.104E-5,0
NAVSTAR 53 (USA 175),2003-058A,2026-05-17T22:43:58.035072,1.92678325,.0002442,55.0092,24.3866,333.7029,26.3293,0,U,28129,999,16388,0,-.81E-6,0
USA 176 (DSP 22),2004-004A,2026-05-18T05:21:13.010400,1.00415731,.0001683,12.0231,26.2934,294.6291,293.1281,0,U,28158,999,3263,0,-.301E-5,0
ABS-4 (MOBISAT-1),2004-007A,2026-05-18T04:42:51.697152,1.00272432,.0005396,5.9675,72.3658,344.9133,310.2993,0,U,28184,999,5203,0,.41E-6,0
NAVSTAR 54 (USA 177),2004-009A,2026-05-17T11:06:18.220896,2.00555598,.01147512,54.8563,276.9279,171.7221,177.4709,0,U,28190,999,16232,0,-.3E-6,0
SHIYAN-1 (SY-1),2004-012A,2026-05-18T03:56:51.014112,15.32917496,.0007133,97.8697,214.3022,122.9958,237.1969,0,U,28220,999,20649,.25842E-3,.8136E-4,0
INTELSAT 10-02,2004-022A,2026-05-17T21:12:20.483424,1.00272343,.0000154,0.0349,49.2772,112.5373,30.8769,0,U,28358,999,8025,0,-.5E-7,0
NAVSTAR 55 (USA 178),2004-023A,2026-05-17T11:40:14.269728,2.00555410,.0160335,54.8441,87.9509,301.0588,245.3548,0,U,28361,999,16042,0,-.5E-7,0
APRIZESAT 2,2004-025A,2026-05-18T00:25:11.701056,14.38024556,.0105143,98.0991,305.7099,341.8641,17.8808,0,U,28366,999,14730,.33191E-4,.64E-6,0
SAUDICOMSAT 1,2004-025D,2026-05-17T20:04:21.019296,14.55446947,.0033313,98.5781,147.1490,115.6098,244.8547,0,U,28369,999,15971,.58429203E-4,.206E-5,0
SAUDICOMSAT 2,2004-025E,2026-05-17T18:17:31.278048,14.49960630,.00552018,98.6652,149.1469,353.0679,6.9745,0,U,28370,999,15569,.56538665E-4,.173E-5,0
SAUDISAT 2,2004-025F,2026-05-18T05:13:26.823648,14.56663671,.0025357,98.5510,137.4263,31.4273,328.8433,0,U,28371,999,16138,.43938E-4,.147E-5,0
APRIZESAT 1,2004-025G,2026-05-17T19:56:58.591680,14.51760788,.0043486,98.6314,147.7294,246.9546,112.7060,0,U,28372,999,15750,.46048004E-4,.137E-5,0
AURA,2004-026A,2026-05-18T03:10:10.518816,14.61278248,.0001638,98.3402,94.3413,74.5691,285.5690,0,U,28376,999,16182,.10267E-3,.458E-5,0
ANIK F2,2004-027A,2026-05-18T04:33:43.579008,1.00271198,.00042,3.2104,79.8301,347.1354,126.2227,0,U,28378,999,4096,0,-.46E-6,0
COSMOS 2407,2004-028A,2026-05-18T04:14:47.139072,13.76331986,.0038741,82.9589,97.0594,338.4643,31.9943,0,U,28380,999,9575,.23928E-4,.38E-6,0
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-05-18T00:52:21.784800,15.17526668,.0004905,97.5878,165.0690,227.0856,132.9966,0,U,28413,999,18289,.27635E-3,.5476E-4,0
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-05-18T05:21:14.074848,15.06079497,.000308,97.6054,156.4781,222.9187,137.1799,0,U,28414,999,18231,.14652E-3,.2078E-4,0
COSMOS 2408,2004-037A,2026-05-18T03:08:10.969728,12.45679195,.0015771,82.4858,344.6999,337.8760,22.1639,0,U,28419,999,98416,.42867E-3,.71E-6,0
COSMOS 2409,2004-037B,2026-05-18T03:54:12.109824,12.45323422,.0013593,82.4862,347.8935,349.7163,10.3638,0,U,28420,999,98381,.4741E-3,.78E-6,0
AMC-15,2004-041A,2026-05-18T05:31:50.656224,1.00271118,.0002004,0.0220,310.6331,101.0350,162.1633,0,U,28446,999,7900,0,-.85E-6,0
JB-3 3 (ZY 2C),2004-044A,2026-05-18T03:50:21.205824,15.19105818,.0032422,97.2731,292.8607,328.2525,31.6754,0,U,28470,999,18322,.10454E-3,.2155E-4,0
NAVSTAR 56 (USA 180),2004-045A,2026-05-18T02:56:14.119296,2.00554404,.0169847,55.1538,326.1067,315.6167,214.9144,0,U,28474,999,15782,0,-.67E-6,0
